review_title,date,type,review_body,name,category,ecology,dimension,region,tag
Merece la pena visitar y con sorpresa final,2016-07-01,Familia,"Museo muy bien preparado, con una muestra de maquinaria y útiles mineros muy grande y con  una visita a un pozo minero donde se recrea la vida de un minero y su trabajo y aquí surge la sorpresa que no la cuento por dejar que cada uno experimente in situ la sorpresa y la admiración por lo visto y la gran caracterización de todo.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2757
Recreacion,2016-07-01,Amigos,"Como Museo de maquinaria es muy bueno ,de lo mejor para conocer las instalaciones que existían en la parte exterior,laboratorios,talleres,locomotoras etc .La visita guiada es la recreación de una mina a 4 metros de profundidad(ellos te dicen a 600) esta lograda pero cuando termina la visita y lo descubres te sientes engañado y decepcionado porque yo si que he visitado otros museos mineros y he descendido a minas reales a cientos de metros en Teruel y en el Ruhr(Alemania) Hay que informar que se va a una recreación ,sí fuera real claro sería un problema meter niños Pero un adulto que ha estado aquí no podrá decir que ha estado en una mina sino en un decorado. Una pena porque hay muchas visitas de este tipo en zonas mineras en las que se experimenta de verdad y esto tiene un valor extraordinario, esto es un parque temático",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2758
Experiencia inolvidable,2016-07-01,Familia,Merece la pena pasar una mañana viendo el interior de la mina y entender ese duro trabajo. Interesante la parte sobre la revolución industrial.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2759
Muy ameno para ir con niños,2016-06-01,Familia,Es un museo con una visita a una mina muy lograda. Un recorrido muy entretenido sobretodo con niños.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2760
Visita que sorprende a grandes y pequeños,2016-06-01,Amigos,"Es la cuarta vez que lo visito porque cada vez que recibimos a amigos o familiares de fuera de Asturias, los llevamos a conocerlo. Sorprende por los diferentes escenarios que muestra tanto de mecánica industrial como de lampistería, pólvora, medicina, geología, aspectos e historias humanas y la visita a la mina donde conocerás  sin peligro algunos de sus rincones. No te puedes perder esta visita si vienes a Asturias, siempre te sorprenderá.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2761
GRAN EXPERIENCIA,2016-05-01,Familia,"Gran experiencia el poder conocer desde dentro lo que es una mina en persona, el trato de los guías fue fabuloso ,emociona recordar los mineros familiares que tuve metidos allá abajo ,se lo recomendaría a todo el mundo.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2762
Museo muy interactivo.,2015-06-01,Parejas,Puedes ver de primera mano el funcionamiento de la ingeniería mecánica. Permite interactuar con máquinas en miniatura que te hacen comprender el funcionamiento de máquinas sencilla y a la vez muy potentes. Te permite ponerte en la piel de los mineros. Ojala hubiese mas museos como este.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2763
Realmente sorprendente,2016-05-01,Individual,"Una visita imprescindible si vienes por Asturias, el entorno, la visita en sí que te sumerge en el entorno real que vivía el minero al trabajar te trasladan en el tiempo y realmente lo vives en primera persona. El personal del museo muy amables y realmente nos trataron con mucha cercanía. Si os lo estáis pensando no lo hagáis y visitadlo, es imprescindible.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2764
Una buena recreación de la mina,2016-05-01,Individual,"Visita imprescindible para quien quiera conocer detalles de la mina, sus trabajos, su entorno, las industrias paralelas que se desarrollaron en la zona... en fin, un resumen de este sacrificado sector que es la minería.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2765
Imprescindible,2015-06-01,Amigos,"Asturias es tierra de minas, carbón y azabache. Este museo resulta visita obligada para cualquier asturiano que quiera conocer a fondo (nunca mejor dicho) la tierrina",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2766
Sorprendente,2016-05-01,Individual,"Fuimos por cancelar una actividad deportiva debido a la climatología adversa como plan ""b"" y recomendado por el propietario del hotel donde nos alojamos. Gratamente sorprendente, dura 2h aproximadamente y cuesta 7€ bien invertidos. Merece la pena. Se muestra Todo de la minería....incluye excursión guiada.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2767
Me sorprendió!Merece la pena.,2016-04-01,Parejas,"Me gustó mucho el museo, las figuras expicando el trabajo de los mineros y, sobretodo, laparte de museo de la enfermería de gran calidad y conservación. A destacar la visita guiada que me ha encantado. Merece la pena frente a otros museos. Es más interactivo y se aprende.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2768
Un buen recorrido de las actividades mineras,2016-04-01,Amigos,"Muy recomendable, te hacen un recorrido de aprox una hora a traves de una mina ficticia donde te van explicando las  distintas técnicas para  la extracción del carbon y las enormes dificultades por las que psaban los mineros. Recomendable estar como poco 2 h antes de su cierre para que os de tiempo a que os incluyan en un grupo para el recorrido del museo",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2769
Recomendable con niños,2016-03-01,Familia,"Es entretenido para pasar un rato con los niños. Muy bien la recreación de bajar a la mina, pero un fallo el subir por unas escaleras en vez de por el ascensor q se baja.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2770
Algo diferente..,2016-03-01,Parejas,Merece la pena la visita a este museo para acercarte un poco a la vida mimera de la zona.. Visita a la reconstrucción de una mina (podían mejorarla bastante) y en planta numerosos objetos y explicaciones bien detalladas.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2771
Imprescindible,2016-03-01,Familia,"Sin duda se trata de un excelente museo con más de una sorpresa que, por supuesto, no desvelaré para garantizar tu disfrute. Eso sí, para los que sabemos ya de lo que se trata, trabajaría un poco más la dramatización para aumentar el realismo, lo que lo haría espectacular. La visita a la mina dura unos 50 minutos. Cuesta unos 7 euros, salvo que se trate de personas con discapacidad o niños que tendrán tarifa reducida. No digo más por miedo a desvelar los secretos que al bajar a la mina te aguardan. ¡Disfrutar y recomendar!",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2772
merece la pena,2015-04-01,Individual,es un museo donde podras ver como se trabjaba en las minas y todo su funcionamiento es mu iteresante.,MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2773
"Visita entretenida y educativa, personal excepcional!!!",2016-02-01,Familia,"La mina es una pasada de ver, no es real, es una réplica, pero excepcional. El resto del museo es súper interesante y amplio. Las explicaciones son inmejorables. Para niños desde 5 años es muy entretenida y educativa. Y sobre todo el personal q trabaja allí es excepcional, q trato, que competencia y q amabilidad! Un diez!!!",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2774
Espectacular y accesible con silla de ruedas incluso la mina,2015-10-01,Amigos,"Bien comunicado por carretera Existen plazas reservadas de aparcamiento a personas con movilidad reducida Desde el aparcamiento se accede al edificio por una rampa perfectamente diseñada y con barandilla para poder traccionar. Se accede al interior por una puerta de hoja. Existe un torno especial para pasar con silla de ruedas, carritos de niño,etc. Espacios muy amplios para deambular y ascensor estrecho y largo para subir a la planta superior. Este ascensor desciende hasta un túnel minero. Espacios amplios para una galería minera y por donde la silla de ruedas deambula perfectamente. Algún pequeño tramo de cambio de vías podría necesitar ayuda de tercera persona. Existe una rampa para acceder al taller donde se extrae el carbón, hay barandillas para traccionar. Recomendable entrar para adelante y salir para atrás. Tiene baños adaptados.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2775
Recomendable por su visita a la mina,2016-02-01,Parejas,"El museo tiene dos partes: la visita a la mina y la parte de exposición. La primera es muy recomendable y está todo muy bien ambientado. Para quien no conoce la mina, es una experiencia fantástica. Nosotros le sacamos una gran pega: y es que tuvimos la sensación de que íbamos rapidísimo, como atropellados, sin tiempo siquiera para hacer preguntas... La parte de exposición también tiene elementos muy interesantes, bien explicados mediante texto o vídeo e incluso alguna parte interactiva.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2776
Muy interesante,2016-02-01,Familia,"El museo una pasada, digno de ver si os gustan las máquinas herramientas y lo que han avanzado estas a lo largo de la historia. Pero el plato fuerte es la visita a la mina. Es una reproducción bastante buena, y las personas que no conozcan este mundo se pueden hacer una idea del trabajo y sufrimiento de los MINEROS.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2777
Una experiencia diferente,2015-05-01,Individual,"Si bien como fondos museisticos son escasos, la experiencia de visitar la mina modelo no deja indiferente a nadie.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2778
Hay que contar todo.,2015-12-01,Familia,"Su punto fuerte es la reproducción a escala real de una mina en la que se van explicando cronológicamente las técnicas de extracción con recorridos incluidos por las vetas que permiten hacerse una idea muy impactante de la dureza de esta profesión. La exposición tiene una reproducción muy didáctica de la máquina de Watt, la parte relacionada con los aspectos sociales y sanitarios también es muy atractiva exponen piezas de gran interés. Inexplicablemente no he encontrado ninguna referencia al impacto medioambiental que supone las explotaciones mineras, tampoco he visto ningún tipo de información referida al papel que juega el carbón en el cambio climático. Seguramente no son temas cómodos de tratar en una cuenca minera pero un museo serio y moderno debe abordar todos los aspectos relacionados con la temática que tratan.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2779
Impactante,2015-11-01,Individual,"Muy interesante y completo sobre todo la mina,el efecto del ascensor bajando a la mina muy logrado..",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2780
Un montaje fantastico,2015-11-01,Amigos,"El museo en si es fabuloso,bien montado,con todo lujo de vitrinas,maquinas,fotos antiguas,de la visita a la mina,,,,pues es un montaje teatral,te dicen bajas a 600 mt,y no bajas ni 2,,solo bajas un piso,pero esta tan bien montado,musica,ruidos,la maquina de tren,el trenecillo que pareces vas por la gruta,,todo eso te hace creer de verdad estas a la mina,la gente lo cree de verdad y alguno tiene atque de claustrofobia,si es interesante  a quien le gusta,las maquinas,motores,este es su museo.interesante para ir con niños.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2781
Historia imprescindible,2015-04-01,Individual,"Un trocito de historia de Asturias que es imprescindible conocer, muy buenas explicaciones y simulaciones , un buen sitio para grandes y pequeños .",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2782
VISITA SIN PALABRAS.....2 HORAS NECESARIAS,2015-11-01,Individual,"Experiencia impresionante.(adultos y niños). A 20 minutos de Oviedo, pasando Langreo en la población de Entrego. Museo dedicado a la minería e industria relacionada. Se desciende por una ""jaula"" a una galería principal de una mina, realizando un recorrido a pie y vagones, guiado por un/a monitor/a y exlicando todo el proceso de extracción y vida en la mina ( 45 minutos). Museo amplio y muy bien montado. Salas dedicadas a fabricación de explosivos, enfermería, maquinaria, equipos de trabajo, etc a lo largo de la historia. Personal del MUMI muy atento y amable. A 5 minutos en coche centro de la población El Entrego, ideal para comer y pasear junto al río Nalón.",MuseoMineriaElEntrego,Patrimonio industrial,Elemento,Memoria,Asturias,tag2783
